ApprovalFY,DisbursementGross_num,State,UrbanRural_f,SBA_Portion,NAICS_sector,NoEmp,SBA_Appv_num,Bank,PaidInFull
2008,5000.0,CA,Urban,0.85,45,1,4250.0,BBCN BANK,0
2007,35000.0,IL,Urban,0.5,51,5,17500.0,BBCN BANK,0
2005,20000.0,WI,Urban,0.5,54,1,10000.0,JPMORGAN CHASE BANK NATL ASSOC,1
2002,163600.0,CA,Urban,0.75,72,14,122700.0,WELLS FARGO BANK NATL ASSOC,1
2004,90625.0,NY,Urban,0.5,54,13,37500.0,FIRST NIAGARA BANK NATL ASSOC,1
2000,830000.0,PA,Urban,0.75,42,3,622500.0,JPMORGAN CHASE BANK NATL ASSOC,1
2006,50000.0,WI,Urban,0.5,72,5,25000.0,U.S. BANK NATIONAL ASSOCIATION,1
2009,15928.0,OR,Urban,0.5,72,22,5000.0,U.S. BANK NATIONAL ASSOCIATION,0
2007,100000.0,NH,Rural,0.5,48,0,50000.0,SAVINGS BANK OF WALPOLE,1
2006,30000.0,SC,Urban,0.5,53,1,15000.0,"BUSINESS LOAN CENTER, LLC",1
2003,50000.0,NV,Urban,0.5,44,3,25000.0,BANK OF AMERICA NATL ASSOC,0
2005,208453.0,SC,Rural,0.5,45,3,50000.0,AMERIS BANK,1
2006,528000.0,NE,Urban,0.75,62,3,396000.0,NORTHWEST BANK,1
2002,850000.0,CA,Urban,0.75,72,2,637500.0,UNITI BANK,1
2002,14338.0,MA,Urban,0.5,72,4,5000.0,PEOPLE'S UNITED BANK,1
2005,13280.0,UT,Urban,0.5,23,12,2500.0,JORDAN FCU,1
2001,133000.0,CO,Rural,0.75,72,8,99750.0,FIRST-CITIZENS BK & TR CO,0
2002,307400.0,IA,Rural,0.75,72,3,230550.0,MIDWESTONE BANK,1
2009,12500.0,AZ,Urban,0.9,62,1,11250.0,"SUPERIOR FINANCIAL GROUP, LLC",0
2006,17410.0,NJ,Urban,0.5,81,1,5000.0,BANK OF AMERICA NATL ASSOC,1
2006,18239.0,OH,Rural,0.5,44,5,15000.0,CITIZENS BANK NATL ASSOC,1
2002,72528.0,NY,Urban,0.5,23,5,20000.0,BANK OF AMERICA NATL ASSOC,1
2003,37700.0,NH,Urban,0.5,56,2,17500.0,CITIZENS BANK NATL ASSOC,0
1998,155000.0,RI,Urban,0.75,45,8,116250.0,SANTANDER BANK NATL ASSOC,1
2007,100000.0,MO,Urban,0.85,81,2,85000.0,LIBERTY BANK,1
2007,77242.0,IL,Urban,0.5,53,2,12500.0,JPMORGAN CHASE BANK NATL ASSOC,0
2004,388000.0,VA,Urban,1.0,62,8,388000.0,"BUSINESS FINANCE GROUP, INC.",1
2006,185000.0,FL,Urban,0.5,81,31,50000.0,BANCO POPULAR NORTH AMERICA,1
2007,14200.0,PA,Urban,0.5,23,3,5000.0,"PNC BANK, NATIONAL ASSOCIATION",0
2008,258731.0,MN,Urban,0.5,23,6,75000.0,ASSOCIATED BANK NATL ASSOC,0
2007,37666.0,CA,Urban,0.5,62,2,10000.0,MUFG UNION BANK NATL ASSOC,1
2005,89200.0,PA,Urban,0.5,72,2,44600.0,"PNC BANK, NATIONAL ASSOCIATION",1
2005,15000.0,CA,Urban,0.5,45,2,7500.0,BANK OF AMERICA NATL ASSOC,1
1999,100000.0,IN,Urban,0.5,23,12,50000.0,"PNC BANK, NATIONAL ASSOCIATION",1
2008,242800.0,MI,Rural,0.5,44,4,121400.0,JPMORGAN CHASE BANK NATL ASSOC,0
2002,50000.0,NJ,Urban,0.5,48,38,25000.0,"PNC BANK, NATIONAL ASSOCIATION",1
2003,12700.0,NJ,Urban,0.5,44,2,6350.0,BANK OF AMERICA NATL ASSOC,1
2001,246234.0,NJ,Urban,0.5,54,13,37500.0,BANK OF AMERICA NATL ASSOC,1
2000,229618.0,MA,Urban,0.5,52,4,50000.0,CITIZENS BANK NATL ASSOC,1
2006,4075972.0,FL,Urban,0.75,42,50,750000.0,CITY NATIONAL BANK OF FLORIDA,1
2000,50000.0,CA,Urban,0.5,54,4,25000.0,CALIFORNIA BANK & TRUST,1
2001,270000.0,NJ,Urban,0.75,44,12,202500.0,EQUITY BANK NATL ASSOC,1
2010,25000.0,UT,Urban,0.5,23,7,12500.0,BANK OF AMERICA NATL ASSOC,0
2010,200498.0,MI,Rural,0.5,54,4,62500.0,FIRST NATL BK OF MICHIGAN,1
2005,165000.0,FL,Urban,0.5,42,7,50000.0,BANK OF AMERICA NATL ASSOC,0
2005,21697.0,MO,Urban,0.5,23,1,5000.0,"PNC BANK, NATIONAL ASSOCIATION",0
2003,5000.0,PA,Urban,0.5,62,4,2500.0,CITIZENS BANK NATL ASSOC,1
2007,127629.0,NY,Urban,0.5,44,5,12500.0,JPMORGAN CHASE BANK NATL ASSOC,0
2008,150000.0,GA,Urban,0.85,72,9,127500.0,HANMI BANK,0
2010,10000.0,NC,Urban,0.9,45,2,9000.0,"SUPERIOR FINANCIAL GROUP, LLC",1
2010,25000.0,AZ,Rural,0.5,56,4,12500.0,COMPASS BANK,1
2005,10000.0,VA,Urban,0.5,45,3,5000.0,BANK OF AMERICA NATL ASSOC,0
2007,161873.0,CA,Rural,0.5,53,1,15000.0,U.S. BANK NATIONAL ASSOCIATION,1
2009,245000.0,NJ,Urban,0.9,72,2,220500.0,BNB HANA BANK NATL ASSOC,1
2005,25156.0,MI,Urban,0.5,54,1,12500.0,THE HUNTINGTON NATIONAL BANK,1
2006,563000.0,WI,Rural,0.75,33,25,422250.0,THE FIRST STATE BANK,1
1999,266000.0,NV,Urban,1.0,54,18,266000.0,NEVADA ST. DEVEL CORP,1
2007,35000.0,IN,Urban,0.5,45,2,17500.0,CAPITAL ONE NATL ASSOC,0
2003,195000.0,PA,Urban,0.5,33,10,125000.0,NATIONAL PENN BANK,1
2001,60000.0,IL,Urban,0.8,81,2,48000.0,"PNC BANK, NATIONAL ASSOCIATION",1
2007,1000000.0,OK,Urban,0.75,54,5,750000.0,"READYCAP LENDING, LLC",0
2005,30000.0,GA,Urban,0.5,23,7,15000.0,BANK OF AMERICA NATL ASSOC,0
2004,10500.0,PA,Urban,0.5,45,1,5250.0,BANK OF AMERICA NATL ASSOC,1
2003,125000.0,FL,Rural,0.85,72,4,106250.0,WHITNEY BANK,0
2010,332500.0,TX,Urban,0.75,56,3,249375.0,WELLS FARGO BANK NATL ASSOC,1
1999,157000.0,NY,Urban,1.0,81,5,163000.0,EMPIRE ST. CERT. DEVEL CORP,1
2007,75000.0,MS,Urban,0.85,44,5,63750.0,WHITNEY BANK,0
2002,262000.0,VA,Urban,1.0,62,10,262000.0,TIDEWATER BUS. FINANCING CORP,1
2007,25000.0,PA,Rural,0.5,71,5,12500.0,MANUFACTURERS & TRADERS TR CO,1
2004,30000.0,NH,Urban,0.5,23,1,15000.0,CITIZENS BANK NATL ASSOC,1
2008,25000.0,CA,Urban,0.5,48,5,12500.0,FIRST BANK,1
2009,777835.0,CA,Urban,0.5,54,1,175000.0,FIRST ENTERTAINMENT CU,1
2006,19765.0,TX,Urban,0.5,23,11,5250.0,BANK OF AMERICA NATL ASSOC,1
2001,696000.0,CO,Urban,1.0,33,2,696000.0,PIKES PEAK REGIONAL DEVEL CORP,1
2009,69153.0,UT,Urban,0.5,54,2,17500.0,WASATCH PEAKS FCU,1
2003,38155.0,DC,Urban,0.5,56,5,10000.0,BANK OF AMERICA NATL ASSOC,1
2002,50000.0,TX,Urban,0.5,21,6,25000.0,BANK OF AMERICA NATL ASSOC,1
2004,130000.0,IL,Urban,0.5,62,3,25000.0,UNION NATIONAL BANK,1
2006,5040.0,CT,Urban,0.5,61,10,2500.0,CITIZENS BANK NATL ASSOC,1
2007,33616.0,VA,Urban,0.5,54,1,7500.0,WELLS FARGO BANK NATL ASSOC,1
2005,42700.0,OR,Urban,0.5,54,4,9000.0,BANK OF AMERICA NATL ASSOC,1
2003,10000.0,FL,Urban,0.5,33,1,5000.0,BANK OF AMERICA NATL ASSOC,1
2003,89767.0,CT,Urban,0.5,62,1,12500.0,CITIZENS BANK NATL ASSOC,1
2005,200000.0,PA,Urban,0.75,31,2,150000.0,SANTANDER BANK NATL ASSOC,1
2006,348500.0,NV,Urban,0.5,56,7,50000.0,CALIFORNIA BANK & TRUST,0
2004,838000.0,FL,Urban,0.714,62,14,598332.0,FIRST NATL BK N.W. FLORIDA,1
2007,135000.0,FL,Urban,0.5,62,8,17500.0,BANK OF AMERICA NATL ASSOC,1
2004,365113.0,MA,Urban,0.5,62,25,69000.0,CITIZENS BANK NATL ASSOC,1
2003,466500.0,SD,Rural,0.75,71,10,349875.0,FIRST DAKOTA NATIONAL BANK,1
2000,368000.0,TX,Rural,1.0,44,33,368000.0,"COUNCIL FINANCE, INCORPORATED",1
2007,101712.0,CA,Urban,0.5,81,8,25000.0,U.S. BANK NATIONAL ASSOCIATION,1
2001,125000.0,NJ,Urban,0.5,61,9,62500.0,"COMMERCE BANK, A DIVISION OF",1
2004,12000.0,CA,Urban,0.5,72,3,6000.0,BANK OF AMERICA NATL ASSOC,1
2007,15000.0,FL,Urban,0.85,44,2,12750.0,BBCN BANK,0
1999,896000.0,WA,Rural,1.0,71,28,896000.0,EVERGREEN BUSINESS CAPITAL,1
2006,75000.0,LA,Urban,0.5,81,5,37500.0,JPMORGAN CHASE BANK NATL ASSOC,0
2005,80759.0,MN,Urban,0.5,81,5,12500.0,U.S. BANK NATIONAL ASSOCIATION,1
2010,650000.0,IL,Urban,0.5,62,20,175000.0,JPMORGAN CHASE BANK NATL ASSOC,1
2006,10000.0,TX,Urban,0.5,62,5,5000.0,BANK OF AMERICA NATL ASSOC,0
2005,169956.0,MA,Urban,0.5,23,15,50000.0,SOUTH SHORE BANK,1
2006,98650.0,KY,Urban,0.5,72,12,25000.0,JPMORGAN CHASE BANK NATL ASSOC,0
2010,264367.0,WA,Urban,0.5,81,7,35000.0,NUMERICA CU,1
2007,55314.0,MO,Urban,0.5,23,2,12500.0,U.S. BANK NATIONAL ASSOCIATION,1
2006,60000.0,NJ,Urban,0.5,81,5,50000.0,"PNC BANK, NATIONAL ASSOCIATION",1
2004,20000.0,CT,Urban,0.5,32,4,5000.0,"TD BANK, NATIONAL ASSOCIATION",1
2006,677500.0,PA,Urban,0.5,42,7,100000.0,FIRST NIAGARA BANK NATL ASSOC,1
2006,25000.0,TX,Urban,0.5,45,3,12500.0,CAPITAL ONE NATL ASSOC,1
2006,50000.0,MA,Urban,0.5,23,8,25000.0,CAPITAL ONE NATL ASSOC,0
2004,160471.0,UT,Urban,0.5,48,20,50000.0,ZIONS FIRST NATIONAL BANK,1
2006,20500.0,UT,Urban,0.5,42,35,10250.0,U.S. BANK NATIONAL ASSOCIATION,1
2007,496539.0,UT,Urban,0.5,33,5,100000.0,BANCO POPULAR NORTH AMERICA,1
2002,644800.0,MS,Urban,0.75,32,51,483600.0,FIRST-CITIZENS BK & TR CO,1
2005,23020.0,IL,Rural,0.5,52,5,2500.0,CITIZENS BANK NATL ASSOC,0
2005,54569.0,CO,Urban,0.5,53,1,25000.0,U.S. BANK NATIONAL ASSOCIATION,0
2006,150000.0,IL,Urban,0.5,54,2,75000.0,"PNC BANK, NATIONAL ASSOCIATION",0
2010,25000.0,MN,Urban,0.85,71,2,21250.0,U.S. BANK NATIONAL ASSOCIATION,1
2004,90000.0,KY,Rural,0.5,81,5,45000.0,"PNC BANK, NATIONAL ASSOCIATION",1
2007,82046.0,AZ,Urban,0.5,44,1,16500.0,JPMORGAN CHASE BANK NATL ASSOC,0
2006,20000.0,MN,Rural,0.5,62,1,10000.0,WELLS FARGO BANK NATL ASSOC,1
2007,25000.0,CA,Urban,0.85,44,3,21250.0,BBCN BANK,0
2007,72870.0,CO,Urban,0.5,54,1,15000.0,U.S. BANK NATIONAL ASSOCIATION,0
2005,250000.0,CA,Urban,0.5,42,17,125000.0,CALIFORNIA UNITED BANK,1
2006,268500.0,CA,Urban,0.75,33,40,201375.0,MUFG UNION BANK NATL ASSOC,1
2008,10000.0,CA,Urban,0.5,54,1,5000.0,WELLS FARGO BANK NATL ASSOC,1
2001,299443.0,RI,Urban,0.5,23,5,37500.0,CITIZENS BANK NATL ASSOC,1
2006,97790.0,PA,Urban,0.5,44,3,50000.0,CITIZENS BANK NATL ASSOC,0
2007,21500.0,WI,Urban,0.5,56,1,10750.0,ASSOCIATED BANK NATL ASSOC,0
2007,60950.0,NY,Urban,0.5,23,10,17000.0,"CITIBANK, N.A.",0
2007,15000.0,FL,Urban,0.85,45,2,12750.0,BBCN BANK,0
2001,200000.0,TN,Urban,0.75,44,7,150000.0,FIFTH THIRD BANK,1
2006,78739.0,CA,Urban,0.5,54,3,10000.0,U.S. BANK NATIONAL ASSOCIATION,0
2008,50000.0,NV,Urban,0.5,54,12,12500.0,CAPITAL ONE BK (USA) NATL ASSO,0
2009,25400.0,WI,Rural,0.9,71,10,22860.0,FIRST BANK FINANCIAL CENTRE,1
2002,225000.0,FL,Rural,0.75,54,2,168750.0,REGIONS BANK,1
2007,7794.0,GA,Urban,0.5,62,4,2500.0,BANK OF AMERICA NATL ASSOC,1
2009,37500.0,TX,Urban,0.5,54,1,12500.0,BANK OF AMERICA NATL ASSOC,1
2010,750000.0,MO,Urban,0.75,23,60,562500.0,TRIAD BANK,1
2009,24113.0,ME,Urban,0.5,72,5,5000.0,KEYBANK NATIONAL ASSOCIATION,1
2004,10000.0,TN,Urban,0.5,42,1,5000.0,BANK OF AMERICA NATL ASSOC,0
2004,23430.0,NH,Urban,0.5,42,1,2500.0,CITIZENS BANK NATL ASSOC,1
2007,55270.0,NY,Urban,0.5,54,1,12500.0,JPMORGAN CHASE BANK NATL ASSOC,0
2008,23000.0,IL,Rural,0.5,48,2,11500.0,"PNC BANK, NATIONAL ASSOCIATION",1
2006,248643.0,CA,Urban,0.5,32,15,75000.0,BANK OF AMERICA NATL ASSOC,0
2007,112593.0,CA,Urban,0.5,51,4,15000.0,WELLS FARGO BANK NATL ASSOC,1
2007,32144.0,MO,Urban,0.5,53,1,12500.0,COMMERCE BANK,1
2007,53200.0,OH,Urban,0.5,62,0,12500.0,THE HUNTINGTON NATIONAL BANK,1
2007,62288.0,UT,Urban,0.5,71,6,12500.0,ZIONS FIRST NATIONAL BANK,1
2001,460500.0,CA,Urban,0.75,32,14,345375.0,VALLEY BUSINESS BANK,1
2001,770000.0,OH,Urban,0.75,81,40,577500.0,"READYCAP LENDING, LLC",1
2006,105000.0,RI,Urban,0.5,54,4,25000.0,CITIZENS BANK NATL ASSOC,1
2005,250000.0,MI,Urban,0.75,72,80,187500.0,MERCANTILE BANK OF MICHIGAN,1
2008,100000.0,NJ,Urban,0.5,51,9,50000.0,SANTANDER BANK NATL ASSOC,1
2003,500000.0,WV,Rural,0.75,32,137,375000.0,JPMORGAN CHASE BANK NATL ASSOC,1
2002,343002.0,NH,Urban,0.5,81,2,50000.0,CITIZENS BANK NATL ASSOC,0
2008,20000.0,FL,Urban,0.5,81,7,10000.0,BANK OF AMERICA NATL ASSOC,0
2006,569000.0,NY,Urban,0.5,54,7,75000.0,THE BANK OF CASTILE,1
2006,15393.0,MI,Rural,0.5,23,7,7500.0,WELLS FARGO BANK NATL ASSOC,0
2001,97628.0,MA,Urban,0.5,44,6,40000.0,CITIZENS BANK NATL ASSOC,1
2003,235000.0,CA,Urban,1.0,81,5,235000.0,CDC SMALL BUS. FINAN CORP,1
2008,315000.0,PA,Urban,0.75,48,7,236250.0,MANUFACTURERS & TRADERS TR CO,1
2005,250000.0,MI,Urban,0.75,72,5,187500.0,MICHIGAN COMMERCE BANK,1
2006,25874.0,FL,Rural,0.5,42,1,5000.0,BANK OF AMERICA NATL ASSOC,0
2003,11000.0,CA,Urban,0.5,54,1,5000.0,WELLS FARGO BANK NATL ASSOC,0
2006,32423.0,IL,Urban,0.5,42,1,5000.0,BANK OF AMERICA NATL ASSOC,1
2006,50000.0,FL,Urban,0.5,45,6,25000.0,BANK OF AMERICA NATL ASSOC,1
2010,18000.0,MA,Rural,0.5,62,8,9000.0,MONSON SAVINGS BANK,1
2009,28000.0,TN,Urban,1.0,81,8,28000.0,SUNTRUST BANK,0
2007,110814.0,OH,Rural,0.5,44,2,25000.0,U.S. BANK NATIONAL ASSOCIATION,1
2004,99233.0,NY,Urban,0.5,49,6,23500.0,BANK OF AMERICA NATL ASSOC,1
2006,10000.0,VA,Urban,0.5,81,14,5000.0,BANK OF AMERICA NATL ASSOC,1
2006,80000.0,MT,Rural,0.85,44,8,68000.0,MOUNTAIN W. BANK NATL ASSOC,1
2008,155000.0,KY,Rural,0.5,81,14,77500.0,BRANCH BK. & TR CO,0
2006,100591.0,IA,Urban,0.5,61,1,17500.0,WELLS FARGO BANK NATL ASSOC,1
2005,104599.0,ND,Rural,0.5,45,4,17500.0,WELLS FARGO BANK NATL ASSOC,1
2007,28000.0,PA,Urban,0.5,81,1,14000.0,"PNC BANK, NATIONAL ASSOCIATION",1
2008,25000.0,SC,Urban,0.85,56,10,21250.0,"SUPERIOR FINANCIAL GROUP, LLC",0
2009,228440.0,MN,Urban,0.5,23,18,50000.0,COMMUNITY RESOURCE BANK,1
1999,30470.0,CA,Urban,0.5,44,3,15000.0,"CITIBANK, N.A.",1
2002,755000.0,CA,Urban,1.0,45,10,755000.0,SBA - EDF ENFORCEMENT ACTION,1
2007,43816.0,NJ,Urban,0.5,45,3,12500.0,WELLS FARGO BANK NATL ASSOC,0
2007,52612.0,CA,Urban,0.5,23,5,10000.0,U.S. BANK NATIONAL ASSOCIATION,0
2005,12500.0,NJ,Urban,0.5,72,2,5000.0,SANTANDER BANK NATL ASSOC,1
2008,14069.0,UT,Urban,0.5,62,2,5000.0,ZIONS FIRST NATIONAL BANK,1
2009,25000.0,FL,Urban,0.5,44,2,12500.0,BBCN BANK,1
2003,140684.0,MT,Urban,0.85,81,9,85000.0,YELLOWSTONE BANK,1
2005,125000.0,WA,Urban,0.5,51,14,50000.0,CALIFORNIA BANK & TRUST,1
2008,500000.0,MI,Urban,0.75,81,40,375000.0,WISCONSIN BANK & TRUST,1
2006,105000.0,FL,Rural,0.5,72,0,52500.0,SUNTRUST BANK,0
2005,35000.0,WA,Urban,0.5,72,11,17500.0,CAPITAL ONE NATL ASSOC,1
2002,700000.0,CA,Urban,1.0,56,8,700000.0,CDC SMALL BUS. FINAN CORP,1
2009,150000.0,PA,Rural,0.5,53,1,75000.0,FIRST COMMONWEALTH BANK,1
2007,50000.0,PA,Urban,0.5,44,7,25000.0,CAPITAL ONE NATL ASSOC,0
2007,134532.0,PA,Urban,0.5,23,26,35000.0,CITIZENS BANK NATL ASSOC,0
2004,143086.0,ME,Rural,0.5,72,20,37500.0,CITIZENS BANK NATL ASSOC,0
2005,37085.0,UT,Urban,0.5,44,3,10000.0,AMERICA FIRST FCU,1
2010,2000000.0,CA,Urban,1.0,54,27,2000000.0,MORTGAGE CAP. DEVEL CORP,1
2007,110259.0,FL,Urban,0.5,23,3,25000.0,HOME SAVINGS & LOAN CO OF YOU,0
2008,46686.0,CO,Urban,0.5,72,5,10000.0,U.S. BANK NATIONAL ASSOCIATION,1
2005,67148.0,WA,Urban,0.5,62,5,13500.0,BANK OF AMERICA NATL ASSOC,0
2006,87500.0,NJ,Urban,0.5,44,4,17500.0,BANK OF AMERICA NATL ASSOC,1
2007,32000.0,UT,Rural,0.5,48,1,16000.0,MOUNTAIN AMERICA FCU,0
2005,195000.0,OH,Urban,0.5,53,2,99000.0,"FIRSTMERIT BANK, N.A.",1
2005,12600.0,MA,Rural,0.5,23,1,6300.0,CITIZENS BANK NATL ASSOC,1
2007,118341.0,MN,Urban,0.5,44,5,35000.0,WELLS FARGO BANK NATL ASSOC,0
2004,55054.0,UT,Urban,0.5,42,5,20000.0,ZIONS FIRST NATIONAL BANK,1
2005,144547.0,NY,Urban,0.5,45,2,25000.0,HSBC BK USA NATL ASSOC,0
2007,35792.0,MI,Urban,0.5,42,1,12500.0,THE HUNTINGTON NATIONAL BANK,0
2009,120000.0,ND,Urban,0.9,44,1,108000.0,FIRST SAVINGS BANK,1
2006,1203000.0,AZ,Urban,0.75,62,6,902250.0,"READYCAP LENDING, LLC",1
2008,600499.0,TX,Urban,0.5,54,3,125000.0,"HORIZON BANK, SSB",1
2007,15000.0,CT,Urban,0.5,54,1,7500.0,CAPITAL ONE NATL ASSOC,0
2006,56500.0,OH,Urban,0.85,62,2,48025.0,THE HUNTINGTON NATIONAL BANK,1
2005,29361.0,OR,Urban,0.5,31,2,12500.0,BANK OF AMERICA NATL ASSOC,0
2005,64798.0,CA,Urban,0.5,54,1,25000.0,"CITIBANK, N.A.",1
2006,30000.0,WA,Urban,0.5,23,1,15000.0,U.S. BANK NATIONAL ASSOCIATION,1
2006,344000.0,UT,Urban,0.75,23,21,258000.0,ZIONS FIRST NATIONAL BANK,1
2006,39600.0,TX,Urban,0.5,31,17,12500.0,JPMORGAN CHASE BANK NATL ASSOC,1
1998,20000.0,KS,Rural,0.8,62,11,16000.0,U.S. BANK NATIONAL ASSOCIATION,1
2004,16399.0,NH,Urban,0.5,81,1,5000.0,CITIZENS BANK NATL ASSOC,1
2006,50000.0,GA,Urban,0.85,53,1,42500.0,UMPQUA BANK,1
2004,75000.0,PA,Rural,0.5,54,4,37500.0,CITIZENS BANK NATL ASSOC,1
2005,15621.0,IN,Urban,0.5,44,2,2500.0,CITIZENS BANK NATL ASSOC,0
2009,89768.0,UT,Rural,0.5,72,20,25000.0,MOUNTAIN AMERICA FCU,1
2000,20000.0,FL,Urban,0.8,44,2,16000.0,DESJARDINS BANK NATL ASSOC,1
2002,102000.0,OH,Urban,1.0,32,7,102000.0,HAMILTON CNTY DEVEL COMPANY IN,1
2007,50000.0,VA,Urban,0.5,48,3,25000.0,BANK OF AMERICA NATL ASSOC,0
2005,60000.0,SC,Rural,0.5,72,12,30000.0,BRANCH BK. & TR CO,1
2010,1666600.0,IA,Urban,0.9,44,100,1499940.0,FIRST NATIONAL BANK OF OMAHA,1
2005,50000.0,CT,Rural,0.5,61,2,25000.0,"TD BANK, NATIONAL ASSOCIATION",1
2006,250000.0,CA,Urban,0.75,44,3,187500.0,FIRST COMMUNITY BANK,0
2010,15000.0,ID,Urban,0.9,42,10,13500.0,"SUPERIOR FINANCIAL GROUP, LLC",0
2002,648000.0,CA,Urban,1.0,72,13,651000.0,ENTERPRISE FUNDING CORPORATION,1
2006,25000.0,GA,Urban,0.85,56,3,21250.0,UMPQUA BANK,1
2005,25000.0,NV,Urban,0.5,52,1,12500.0,CAPITAL ONE NATL ASSOC,1
2005,5000.0,OH,Urban,0.5,53,3,2500.0,CITIZENS BANK NATL ASSOC,1
2004,102000.0,TN,Rural,0.85,71,3,86700.0,PATRIOT BANK,0
2010,20000.0,FL,Rural,0.5,62,1,10000.0,BANK OF AMERICA NATL ASSOC,1
2002,123903.0,MA,Urban,0.5,54,2,17500.0,CITIZENS BANK NATL ASSOC,1
2006,80407.0,TX,Rural,0.5,23,1,5000.0,1ST NATL BK OF BEEVILLE,1
2001,369000.0,MA,Urban,0.5,56,2,50000.0,BANK OF AMERICA NATL ASSOC,1
2007,133542.0,NV,Rural,0.5,53,5,25000.0,JPMORGAN CHASE BANK NATL ASSOC,0
2002,295000.0,WI,Urban,0.75,33,1,221250.0,INVESTORS COMMUNITY BANK,1
2004,10000.0,GA,Urban,0.5,56,3,5000.0,BANK OF AMERICA NATL ASSOC,0
2008,10000.0,AR,Urban,0.85,81,2,8500.0,BBCN BANK,1
2003,13007.0,FL,Urban,0.5,44,5,5000.0,BANK OF AMERICA NATL ASSOC,1
2006,15000.0,NC,Urban,0.85,62,1,12750.0,UMPQUA BANK,1
2005,245000.0,TX,Urban,0.5,23,7,75000.0,FROST BANK,1
2004,10000.0,CA,Urban,0.5,42,1,5000.0,BANK OF AMERICA NATL ASSOC,1
2006,25000.0,TX,Urban,0.85,72,120,21250.0,UMPQUA BANK,1
2006,310381.0,VA,Urban,0.5,54,8,75000.0,SUNTRUST BANK,1
2009,31385.0,IN,Rural,0.5,54,2,10000.0,FARMERS BANK FRANKFORT INDIAN,1
2008,50000.0,FL,Urban,0.5,54,4,25000.0,BANK OF AMERICA NATL ASSOC,0
2005,8905.0,NY,Urban,0.5,23,2,2500.0,BANCO POPULAR NORTH AMERICA,1
2007,23300.0,OH,Urban,0.5,54,1,11650.0,JPMORGAN CHASE BANK NATL ASSOC,1
2005,63862.0,IN,Rural,0.5,81,1,10000.0,"PNC BANK, NATIONAL ASSOCIATION",1
2007,68484.0,NV,Urban,0.5,54,1,12500.0,JPMORGAN CHASE BANK NATL ASSOC,0
2007,280500.0,OR,Urban,0.75,72,13,210375.0,U.S. BANK NATIONAL ASSOCIATION,0
2009,72226.0,UT,Urban,0.5,72,3,10000.0,MOUNTAIN AMERICA FCU,1
2010,443500.0,AZ,Urban,0.75,62,4,332625.0,WELLS FARGO BANK NATL ASSOC,1
2009,37500.0,WA,Urban,0.5,54,1,12500.0,KEYBANK NATIONAL ASSOCIATION,1
2005,67514.0,OH,Urban,0.5,23,3,5000.0,"PNC BANK, NATIONAL ASSOCIATION",1
2006,1000000.0,MN,Urban,0.75,72,50,750000.0,"READYCAP LENDING, LLC",1
2002,15000.0,NH,Urban,0.5,45,1,7500.0,CITIZENS BANK NATL ASSOC,0
2003,30000.0,PA,Urban,0.5,62,1,15000.0,CITIZENS BANK OF PENNSYLVANIA,1
2006,10000.0,WV,Rural,0.85,81,1,8500.0,UMPQUA BANK,0
2002,461891.0,CA,Urban,0.5,54,7,75000.0,WELLS FARGO BANK NATL ASSOC,1
2005,50000.0,CA,Urban,0.5,44,6,25000.0,CAPITAL ONE NATL ASSOC,1
2010,1711000.0,CA,Urban,1.0,62,39,1711000.0,SUPERIOR CALIFORNIA ECONOMIC D,1
2005,23282.0,CA,Urban,0.5,53,1,5000.0,BANK OF AMERICA NATL ASSOC,0
2008,25000.0,NY,Urban,0.5,81,1,12500.0,JPMORGAN CHASE BANK NATL ASSOC,1
2001,250000.0,NY,Urban,0.75,23,16,187500.0,CANANDAIGUA NATL BK & TR CO,1
2007,7500.0,NV,Urban,0.5,53,2,2500.0,BANK OF AMERICA NATL ASSOC,1
2003,158000.0,CA,Urban,0.5,33,6,50000.0,BANK OF AMERICA NATL ASSOC,1
2004,20000.0,TX,Urban,0.5,54,2,10000.0,WELLS FARGO BANK NATL ASSOC,1
2005,21000.0,NY,Urban,0.5,53,1,10500.0,BANK OF AMERICA NATL ASSOC,1
2007,50000.0,NV,Urban,0.5,32,6,25000.0,CAPITAL ONE NATL ASSOC,0
2007,10000.0,NC,Urban,0.5,54,1,5000.0,BANK OF AMERICA NATL ASSOC,0
2001,166200.0,TX,Rural,0.75,56,16,124650.0,FIRST COMM. BANK NATL ASSOC,1
2004,6236.0,CA,Urban,0.5,33,1,2500.0,BANK OF AMERICA NATL ASSOC,1
2008,20375.0,PA,Rural,0.5,56,36,5000.0,WELLS FARGO BANK NATL ASSOC,0
2006,50000.0,TX,Urban,0.85,32,1,42500.0,UMPQUA BANK,1
2006,25000.0,NJ,Rural,0.5,33,5,12500.0,JPMORGAN CHASE BANK NATL ASSOC,1
2007,15000.0,FL,Urban,0.85,81,2,12750.0,BBCN BANK,0
2005,25400.0,MS,Rural,0.5,44,6,12700.0,TRUSTMARK NATIONAL BANK,1
2005,100000.0,PA,Urban,0.5,54,2,50000.0,FIRST NATL BK OF PENNSYLVANIA,1
2004,5898.0,OR,Rural,0.5,42,1,2500.0,BANK OF AMERICA NATL ASSOC,1
2009,45000.0,CT,Rural,0.5,62,6,22500.0,PEOPLE'S UNITED BANK,1
2005,5000.0,IN,Urban,0.5,51,10,2500.0,CITIZENS BANK NATL ASSOC,1
